"network","knockout","outdegree","target","share","significant","bin"
"Control","IFI44L",745,"DENND4C",0.00322234156820623,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DIAPH2",-0.0135135135135135,FALSE,NA
"Control","IFI44L",745,"DIP2B",0.00921006021962451,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DIRC3",0.00194931773879142,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DISP1",0.00116234017822549,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DLEU2",0.00634100516674495,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DLG1",0.00667637776159262,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DLG2",0.00477754553598089,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DMXL2",0.00174216027874564,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DOCK10",0.00553049046718091,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DOCK2",0.00575539568345324,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DOCK5",0.00396650506831203,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DOCK8",0.00396039603960396,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DPYD",0.00223936302562827,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DST",0.00663314432438216,FALSE,"[0,0.1]"
"Control","IFI44L",745,"DTNA",0.0100610851598994,FALSE,"[0,0.1]"
"Control","IFI44L",745,"EEF1A1",0.0135135135135135,FALSE,"[0,0.1]"
"Control","IFI44L",745,"EIF4G3",0.0107215299913069,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ELF1",0.00464684014869888,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ELMO1",-0.00266429840142096,FALSE,NA
"Control","IFI44L",745,"EPS15",0.00313221233102539,FALSE,"[0,0.1]"
"Control","IFI44L",745,"EPSTI1",0.00700525394045534,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ERBIN",0.00582437275985663,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ERC1",-0.00267022696929239,FALSE,NA
"Control","IFI44L",745,"EVI5",0.00181818181818182,FALSE,"[0,0.1]"
"Control","IFI44L",745,"EXOC4",-0.0021551724137931,FALSE,NA
"Control","IFI44L",745,"EXOC6B",0.00540216086434574,FALSE,"[0,0.1]"
"Control","IFI44L",745,"F13A1",0.00442132639791938,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FAF1",0.00763358778625954,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FAM135A",-0.0217391304347826,FALSE,NA
"Control","IFI44L",745,"FAM13A",-0.00414814814814815,FALSE,NA
"Control","IFI44L",745,"FAM149A",-0.0157728706624606,FALSE,NA
"Control","IFI44L",745,"FAM168A",0.00646203554119548,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FAM49A",-0.0231958762886598,FALSE,NA
"Control","IFI44L",745,"FAR2",0.0210526315789474,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FARS2",0.00865800865800866,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FBXO11",0.0130434782608696,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FCHO2",0.00369549150036955,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FCHSD2",0.0160550458715596,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FER",0.00340367597004765,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FGD4",0.00470588235294118,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FHIT",-0.00488997555012225,FALSE,NA
"Control","IFI44L",745,"FKBP5",0.00601915184678523,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FLI1",-0.0167597765363128,FALSE,NA
"Control","IFI44L",745,"FMN1",0.00516395558998193,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FMNL2",0.00516033910799853,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FNDC3A",-0.0262295081967213,FALSE,NA
"Control","IFI44L",745,"FNIP1",-0.000544365813826892,FALSE,NA
"Control","IFI44L",745,"FOXN3",0.0125223613595707,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FOXO3",-0.00859475719810915,FALSE,NA
"Control","IFI44L",745,"FOXP1",-0.0152361604875571,FALSE,NA
"Control","IFI44L",745,"FRMD4B",0.00476579520697168,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FRYL",0.00561963916001183,FALSE,"[0,0.1]"
"Control","IFI44L",745,"FTH1",-0.00719424460431655,FALSE,NA
"Control","IFI44L",745,"FTX",0.00302571860816944,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GAB1",0.00427028384827933,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GALNT10",-0.00709219858156028,FALSE,NA
"Control","IFI44L",745,"GALNTL6",0.00609756097560976,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GLDN",0.00931232091690544,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GNAQ",0.0119047619047619,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GOLGA4",0.505050505050505,FALSE,"(0.5,0.6]"
"Control","IFI44L",745,"GPHN",0.00460258452823509,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GPNMB",-0.0936329588014981,FALSE,NA
"Control","IFI44L",745,"GPRIN3",-0.00545171339563863,FALSE,NA
"Control","IFI44L",745,"GRID2",-0.00746268656716418,FALSE,NA
"Control","IFI44L",745,"GRK3",-0.0474137931034483,FALSE,NA
"Control","IFI44L",745,"GSAP",-0.0123762376237624,FALSE,NA
"Control","IFI44L",745,"GSK3B",0.00126262626262626,FALSE,"[0,0.1]"
"Control","IFI44L",745,"GTDC1",0.00623347185493011,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HDAC8",0.0238095238095238,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HDAC9",0.00671785028790787,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HELZ",0.00449438202247191,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HERC1",0.00538599640933573,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HNRNPA2B1",0.00986342943854325,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HNRNPC",0.015625,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HNRNPU",0.0132835201328352,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HS3ST4",0.00424328147100424,FALSE,"[0,0.1]"
"Control","IFI44L",745,"HSP90AA1",-0.00551724137931035,FALSE,NA
"Control","IFI44L",745,"IFNGR1",-0.0308008213552361,FALSE,NA
"Control","IFI44L",745,"IFNGR2",0.00441501103752759,FALSE,"[0,0.1]"
"Control","IFI44L",745,"IGF1R",-0.00140154169586545,FALSE,NA
"Control","IFI44L",745,"IL10RA",-0.00681114551083591,FALSE,NA
"Control","IFI44L",745,"IQCJ-SCHIP1",0.0093167701863354,FALSE,"[0,0.1]"
"Control","IFI44L",745,"IQGAP2",-0.00203665987780041,FALSE,NA
"Control","IFI44L",745,"IRAK3",0.000734753857457752,FALSE,"[0,0.1]"
"Control","IFI44L",745,"IRS2",-0.0037202380952381,FALSE,NA
"Control","IFI44L",745,"ITFG1",0.0024906600249066,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ITPR1",-0.04,FALSE,NA
"Control","IFI44L",745,"ITPR2",0.0801033591731266,FALSE,"[0,0.1]"
"Control","IFI44L",745,"JAK1",-0.024653312788906,FALSE,NA
"Control","IFI44L",745,"JAK2",0.166666666666667,FALSE,"(0.1,0.2]"
"Control","IFI44L",745,"JARID2",-0.02321083172147,FALSE,NA
"Control","IFI44L",745,"JMJD1C",0.00699745547073791,FALSE,"[0,0.1]"
"Control","IFI44L",745,"KANSL1",-0.00675675675675676,FALSE,NA
"Control","IFI44L",745,"KCNK13",0.00647668393782383,FALSE,"[0,0.1]"
"Control","IFI44L",745,"KCNMA1",-0.0754716981132075,FALSE,NA
"Control","IFI44L",745,"KDM2A",-0.0118343195266272,FALSE,NA
"Control","IFI44L",745,"KDM4C",0.00301810865191147,FALSE,"[0,0.1]"
"Control","IFI44L",745,"KIAA1109",0.0025,FALSE,"[0,0.1]"
"Control","IFI44L",745,"KMT2E",0.00467289719626168,FALSE,"[0,0.1]"
"Control","IFI44L",745,"KYNU",-0.00878048780487805,FALSE,NA
"Control","IFI44L",745,"L3MBTL4",-0.00228050171037628,FALSE,NA
"Control","IFI44L",745,"LCOR",0.0151515151515151,FALSE,"[0,0.1]"
"Control","IFI44L",745,"LINC00278",-0.0140134529147982,FALSE,NA
"Control","IFI44L",745,"LINC01473",-0.00265957446808511,FALSE,NA
"Control","IFI44L",745,"LNCAROD",0.0172413793103448,FALSE,"[0,0.1]"
"Control","IFI44L",745,"LPP",0.0114613180515759,FALSE,"[0,0.1]"
"Control","IFI44L",745,"LRBA",-0.03125,FALSE,NA
"Control","IFI44L",745,"LRCH1",0.125,FALSE,"(0.1,0.2]"
"Control","IFI44L",745,"LRRC8D",0.0112994350282486,FALSE,"[0,0.1]"
"Control","IFI44L",745,"LRRK2",-0.00992555831265509,FALSE,NA
"Control","IFI44L",745,"LYST",0.00934579439252336,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MACF1",0.00812512695510867,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MACROD2",0.0103926096997691,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MAF",0.00357873210633947,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MALAT1",0.0329373650107991,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MAML2",0.0108073744437381,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MAN1A1",-0.000208724692131079,FALSE,NA
"Control","IFI44L",745,"MAN1C1",0.00649350649350649,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MAN2A1",0.00508495597172268,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MANBA",-1.3125,FALSE,NA
"Control","IFI44L",745,"MAP3K5",0.00922722029988466,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MAP4K4",0.00192678227360308,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MARCH1",0.0327868852459016,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MARK3",0.00841908325537886,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MBD5",0.0132241813602015,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MBNL1",-0.00546448087431694,FALSE,NA
"Control","IFI44L",745,"MBNL2",0.00296566670468803,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MBP",0.00473292765382015,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MED13L",0.00846262341325811,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MEF2C",0.0121703853955375,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MERTK",0.00405604719764012,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MIR181A1HG",0.00672645739910314,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MIR99AHG",0.00448028673835126,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MITF",-0.00223048327137546,FALSE,NA
"Control","IFI44L",745,"MKLN1",-0.019047619047619,FALSE,NA
"Control","IFI44L",745,"MS4A4A",0.00188028831087433,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MS4A6A",0.000983606557377049,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MSI2",-0.0112359550561798,FALSE,NA
"Control","IFI44L",745,"MSR1",-0.00585556278464541,FALSE,NA
"Control","IFI44L",745,"MTHFD1L",0.0091324200913242,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MTSS1",0.00284646859989326,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MVB12B",0.00594294770206022,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MYO1D",0.00224071702944942,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MYO1E",0.00313087038196619,FALSE,"[0,0.1]"
"Control","IFI44L",745,"MYO5A",0.00591878871300757,FALSE,"[0,0.1]"
"Control","IFI44L",745,"N4BP2L2",0.00522759148285095,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NAV2",0.0351351351351351,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NBEA",0.00160427807486631,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NCKAP5",0.00919160971011077,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NCOA2",-0.0212765957446809,FALSE,NA
"Control","IFI44L",745,"NCOA3",0.00223338916806253,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NEDD4L",0.00615006150061501,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NEK7",-0.0222772277227723,FALSE,NA
"Control","IFI44L",745,"NFAT5",0.00694444444444444,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NFIA",0.00396196513470681,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NFKB1",0.00609756097560976,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NHSL1",-0.00293994120117598,FALSE,NA
"Control","IFI44L",745,"NIPBL",-0.0015527950310559,FALSE,NA
"Control","IFI44L",745,"NLK",0.00573287883483111,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NPAS3",0.004131012097964,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NPL",-0.0676691729323308,FALSE,NA
"Control","IFI44L",745,"NR3C1",0.00496277915632754,FALSE,"[0,0.1]"
"Control","IFI44L",745,"NR3C2",-0.0686274509803921,FALSE,NA
"Control","IFI44L",745,"NUMB",-1,FALSE,NA
"Control","IFI44L",745,"OSBPL1A",-0.00541842263696568,FALSE,NA
"Control","IFI44L",745,"OSBPL3",-0.0175054704595186,FALSE,NA
"Control","IFI44L",745,"OSBPL8",-0.0121212121212121,FALSE,NA
"Control","IFI44L",745,"OXR1",0.00186915887850467,FALSE,"[0,0.1]"
"Control","IFI44L",745,"P4HA1",0.0017636684303351,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PACS1",0.0122448979591837,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PAN3",-0.0875,FALSE,NA
"Control","IFI44L",745,"PARP8",0.00438917337234821,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PBX3",-0.0313588850174216,FALSE,NA
"Control","IFI44L",745,"PCCA",-0.00369685767097967,FALSE,NA
"Control","IFI44L",745,"PCDH9",0.0623052959501558,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PCM1",0.00263019463440295,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PDE3B",-0.00437636761487965,FALSE,NA
"Control","IFI44L",745,"PDE4B",0.0351130351130351,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PDE8A",-0.00125997480050399,FALSE,NA
"Control","IFI44L",745,"PDGFC",0.00160836349014877,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PDS5B",-0.0137931034482759,FALSE,NA
"Control","IFI44L",745,"PEAK1",0.00299815498154982,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PECAM1",-0.0170068027210884,FALSE,NA
"Control","IFI44L",745,"PELI1",0.114942528735632,FALSE,"(0.1,0.2]"
"Control","IFI44L",745,"PELI2",-0.00218340611353712,FALSE,NA
"Control","IFI44L",745,"PHC2",0.0161527165932452,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PHC3",-0.0177514792899408,FALSE,NA
"Control","IFI44L",745,"PHF21A",-0.00328947368421053,FALSE,NA
"Control","IFI44L",745,"PIAS1",0.00428265524625268,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PICALM",0.00214477211796247,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PIP4K2A",0.00571002979145978,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PLCL1",0.00482954545454546,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PLCL2",-0.00185356811862836,FALSE,NA
"Control","IFI44L",745,"PLSCR1",0.0232558139534884,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PNISR",0.0026281208935611,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PPM1L",0.00677966101694915,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PPP1R12A",0.0055452865064695,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PPP3CA",0.00197044334975369,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PRKAG2",-0.0277078085642317,FALSE,NA
"Control","IFI44L",745,"PRKCE",0.00401069518716578,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PSMA1",0.00126103404791929,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PTK2",0.00739401906013802,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PTPRG",0.00518470511989631,FALSE,"[0,0.1]"
"Control","IFI44L",745,"PTPRM",0.00335570469798658,FALSE,"[0,0.1]"
"Control","IFI44L",745,"QKI",0.00181488203266788,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RAB10",0.0083547557840617,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RABGAP1L",-0.25,FALSE,NA
"Control","IFI44L",745,"RALGAPA2",-0.00961538461538461,FALSE,NA
"Control","IFI44L",745,"RAP1A",0.0375586854460094,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RAPGEF2",0.0609756097560976,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RAPGEF6",0.0112421168083356,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RBM47",0.0075187969924812,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RBMS1",0.00529801324503311,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RBPJ",0.00261703983716197,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RCSD1",-0.0109739368998628,FALSE,NA
"Control","IFI44L",745,"RERE",0.00129912309191296,FALSE,"[0,0.1]"
"Control","IFI44L",745,"REV3L",0.000808407437348424,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RGL1",0.00463208046585495,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RICTOR",0.003225006201935,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RIN2",-0.0110236220472441,FALSE,NA
"Control","IFI44L",745,"RNF13",-0.0277777777777778,FALSE,NA
"Control","IFI44L",745,"RNF144B",-0.00821167883211679,FALSE,NA
"Control","IFI44L",745,"RNF149",0.0207900207900208,FALSE,"[0,0.1]"
"Control","IFI44L",745,"RTN4",0.0143728222996516,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SAMD12",0.00462677359654534,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SBF2",0.00303336703741153,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SCAF11",0.0268456375838926,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SDCCAG8",0.00301984469370147,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SDK1",0.0277777777777778,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SEC14L1",-0.00908715406856671,FALSE,NA
"Control","IFI44L",745,"SENP6",0.0288461538461539,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SGK1",-0.000916730328495034,FALSE,NA
"Control","IFI44L",745,"SGK3",0.00448129061169617,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SGMS1",0.00417039022937146,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SH3KBP1",-0.0444444444444444,FALSE,NA
"Control","IFI44L",745,"SHTN1",0.00674515575177827,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SIK3",0.00529723366686286,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SKAP2",0.833333333333333,FALSE,"(0.8,0.9]"
"Control","IFI44L",745,"SLC22A23",-0.00213162803090861,FALSE,NA
"Control","IFI44L",745,"SLC25A13",0.00407424173834314,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SLC2A13",-0.0634920634920635,FALSE,NA
"Control","IFI44L",745,"SLC39A11",0.00320659642693541,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SLC44A1",0.00603235536057033,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SLC4A7",-0.115384615384615,FALSE,NA
"Control","IFI44L",745,"SLC8A1",-0.0222222222222222,FALSE,NA
"Control","IFI44L",745,"SLC9A9",0.00406976744186047,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SMAP2",-0.0125,FALSE,NA
"Control","IFI44L",745,"SMYD3",-0.00144508670520231,FALSE,NA
"Control","IFI44L",745,"SNCA",0.00626959247648903,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SND1",0.00180505415162455,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SNX13",-0.00199866755496336,FALSE,NA
"Control","IFI44L",745,"SORT1",0.00506970849176172,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SOS1",-0.032520325203252,FALSE,NA
"Control","IFI44L",745,"SPECC1",0.003690036900369,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SPIDR",0.00555114988104679,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SPPL3",-0.0134228187919463,FALSE,NA
"Control","IFI44L",745,"SPTLC2",0.015661252900232,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SRGAP1",0.0115528372409106,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SRGAP2B",0.000777000777000777,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SRPK2",0.00420875420875421,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SSBP2",-0.000438404208680403,FALSE,NA
"Control","IFI44L",745,"ST18",0.00520969002344361,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ST6GALNAC3",0.0163398692810457,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ST8SIA4",0.001998001998002,FALSE,"[0,0.1]"
"Control","IFI44L",745,"STARD13",0.00255704169944925,FALSE,"[0,0.1]"
"Control","IFI44L",745,"STAU2",0.0046189376443418,FALSE,"[0,0.1]"
"Control","IFI44L",745,"STK3",0.0257731958762887,FALSE,"[0,0.1]"
"Control","IFI44L",745,"STX7",-0.00689655172413793,FALSE,NA
"Control","IFI44L",745,"SUPT3H",0.00647249190938511,FALSE,"[0,0.1]"
"Control","IFI44L",745,"SYK",0.00751476113794954,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TANC2",-0.0220082530949106,FALSE,NA
"Control","IFI44L",745,"TANK",0.00114942528735632,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TAOK3",0.0280373831775701,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TBC1D1",0.00589390962671906,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TBC1D5",0.00198255352894528,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TCF12",0.010183299389002,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TCF4",-0.011844331641286,FALSE,NA
"Control","IFI44L",745,"TET2",0.00395647873392681,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TFEC",0.00986193293885602,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TGFBR2",0.00969932104752667,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TLR2",0.00794438927507448,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TMEM117",0.0340909090909091,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TMEM65",0.00458190148911798,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TMTC2",0.00522937960541954,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TNRC6B",-0.0434782608695652,FALSE,NA
"Control","IFI44L",745,"TPK1",-0.0202020202020202,FALSE,NA
"Control","IFI44L",745,"TPRG1",-0.00348432055749129,FALSE,NA
"Control","IFI44L",745,"TRAPPC9",0.00434782608695652,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TRHDE",0.00645161290322581,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TRIO",-0.0028169014084507,FALSE,NA
"Control","IFI44L",745,"TRIP12",0.0236686390532544,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TTC3",0.00489168413696716,FALSE,"[0,0.1]"
"Control","IFI44L",745,"TUT7",-0.00220264317180617,FALSE,NA
"Control","IFI44L",745,"TXNIP",-0.0542635658914729,FALSE,NA
"Control","IFI44L",745,"UBE2E2",0.0219298245614035,FALSE,"[0,0.1]"
"Control","IFI44L",745,"UBR5",-0.0210526315789474,FALSE,NA
"Control","IFI44L",745,"UBXN2B",-0.0515463917525773,FALSE,NA
"Control","IFI44L",745,"UMAD1",-0.00157232704402516,FALSE,NA
"Control","IFI44L",745,"USP15",0.0142095914742451,FALSE,"[0,0.1]"
"Control","IFI44L",745,"USP34",-0.00287081339712919,FALSE,NA
"Control","IFI44L",745,"USP53",0.00431406384814495,FALSE,"[0,0.1]"
"Control","IFI44L",745,"UTRN",-0.00689655172413793,FALSE,NA
"Control","IFI44L",745,"UTY",-0.00610376398779247,FALSE,NA
"Control","IFI44L",745,"VMP1",0.00348027842227378,FALSE,"[0,0.1]"
"Control","IFI44L",745,"VPS13C",0.00861079219288174,FALSE,"[0,0.1]"
"Control","IFI44L",745,"VPS8",-0.00225733634311512,FALSE,NA
"Control","IFI44L",745,"VTI1A",0.043859649122807,FALSE,"[0,0.1]"
"Control","IFI44L",745,"WDFY2",-0.05,FALSE,NA
"Control","IFI44L",745,"WIPF1",-0.00516129032258065,FALSE,NA
"Control","IFI44L",745,"WNK1",0.0117403314917127,FALSE,"[0,0.1]"
"Control","IFI44L",745,"WSB1",0.0036340316374519,FALSE,"[0,0.1]"
"Control","IFI44L",745,"WWOX",0.00498504486540379,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ZBTB16",-0.000577867668303958,FALSE,NA
"Control","IFI44L",745,"ZBTB20",0.00461815724262221,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ZEB2",0.00344785124984608,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ZFPM2-AS1",0.0079155672823219,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ZMAT3",-0.00862068965517241,FALSE,NA
"Control","IFI44L",745,"ZNF148",-0.00471698113207547,FALSE,NA
"Control","IFI44L",745,"ZNF609",-0.0276679841897233,FALSE,NA
"Control","IFI44L",745,"ZNF638",0.0046801872074883,FALSE,"[0,0.1]"
"Control","IFI44L",745,"ZSWIM6",0.0673684210526316,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AAK1",0.0088008800880088,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ABCA1",0.00168776371308017,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AC007262.2",0.00822447992259313,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ACSL4",0.00680272108843537,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ACYP2",0.00539629005059022,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ADK",0.0140845070422535,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AFF1",0.00237906423473434,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AKAP13",-0.0004516711833785,FALSE,NA
"Control","JMJD1C",745,"AKT3",-0.0230769230769231,FALSE,NA
"Control","JMJD1C",745,"AL035446.2",0.013953488372093,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AL163541.1",0.0108254397834912,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AL392172.2",0.00173310225303293,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ALCAM",0.00503930659141302,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ANKRD12",0.00617461229178633,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ANKRD17",0.0111764705882353,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"ANKRD44",0.00403225806451613,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AOAH",-0.00473186119873817,FALSE,NA
"Control","JMJD1C",745,"AP001977.1",0.00772797527047913,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"AP3B1",0.0068359375,FALSE,"[0,0.1]"
"Control","JMJD1C",745,"APOE",-0.0957854406130269,FALSE,NA
