"network","knockout","outdegree","target","share","significant","bin"
"Control","YKT6",216,"FTX",0.000216122757726389,FALSE,"[0,0.1]"
"Control","YKT6",216,"GAB1",0.000125596583772921,FALSE,"[0,0.1]"
"Control","YKT6",216,"GOLGA4",-0.0101010101010101,FALSE,NA
"Control","YKT6",216,"GPHN",0.000177022481855196,FALSE,"[0,0.1]"
"Control","YKT6",216,"GPRIN3",0.000778816199376947,FALSE,"[0,0.1]"
"Control","YKT6",216,"IL10RA",0.000619195046439629,FALSE,"[0,0.1]"
"Control","YKT6",216,"IQGAP2",0.000509164969450102,FALSE,"[0,0.1]"
"Control","YKT6",216,"IRS2",0.000744047619047619,FALSE,"[0,0.1]"
"Control","YKT6",216,"ITPR2",-0.00258397932816537,FALSE,NA
"Control","YKT6",216,"JAK1",0.00154083204930663,FALSE,"[0,0.1]"
"Control","YKT6",216,"KCNMA1",0.00235849056603774,FALSE,"[0,0.1]"
"Control","YKT6",216,"KYNU",0.000975609756097561,FALSE,"[0,0.1]"
"Control","YKT6",216,"LINC00278",0.000560538116591928,FALSE,"[0,0.1]"
"Control","YKT6",216,"MAN1A1",0.000208724692131079,FALSE,"[0,0.1]"
"Control","YKT6",216,"MANBA",0.0624999999999998,FALSE,"[0,0.1]"
"Control","YKT6",216,"MARCH1",-0.000655737704918033,FALSE,NA
"Control","YKT6",216,"MBNL2",0.000114064104026463,FALSE,"[0,0.1]"
"Control","YKT6",216,"MBP",0.000112688753662384,FALSE,"[0,0.1]"
"Control","YKT6",216,"MIR181A1HG",0.00224215246636771,FALSE,"[0,0.1]"
"Control","YKT6",216,"MIR99AHG",0.000224014336917563,FALSE,"[0,0.1]"
"Control","YKT6",216,"MITF",0.000371747211895911,FALSE,"[0,0.1]"
"Control","YKT6",216,"MS4A4A",0.000313381385145722,FALSE,"[0,0.1]"
"Control","YKT6",216,"MSI2",0.00102145045965271,FALSE,"[0,0.1]"
"Control","YKT6",216,"MSR1",0.000325309043591412,FALSE,"[0,0.1]"
"Control","YKT6",216,"MVB12B",0.000198098256735341,FALSE,"[0,0.1]"
"Control","YKT6",216,"N4BP2L2",0.000127502231289048,FALSE,"[0,0.1]"
"Control","YKT6",216,"NBEA",0.00053475935828877,FALSE,"[0,0.1]"
"Control","YKT6",216,"NFIA",0.000158478605388273,FALSE,"[0,0.1]"
"Control","YKT6",216,"NHSL1",0.000419991600167997,FALSE,"[0,0.1]"
"Control","YKT6",216,"P4HA1",0.000440917107583774,FALSE,"[0,0.1]"
"Control","YKT6",216,"PCM1",0.000263019463440295,FALSE,"[0,0.1]"
"Control","YKT6",216,"PDE3B",0.000437636761487965,FALSE,"[0,0.1]"
"Control","YKT6",216,"PDE4B",-0.000481000481000481,FALSE,NA
"Control","YKT6",216,"PDE8A",0.000419991600167997,FALSE,"[0,0.1]"
"Control","YKT6",216,"PEAK1",0.000230627306273063,FALSE,"[0,0.1]"
"Control","YKT6",216,"PRKAG2",0.00167926112510495,FALSE,"[0,0.1]"
"Control","YKT6",216,"QKI",0.000604960677555959,FALSE,"[0,0.1]"
"Control","YKT6",216,"RBPJ",0.000290782204129107,FALSE,"[0,0.1]"
"Control","YKT6",216,"RCSD1",0.000685871056241427,FALSE,"[0,0.1]"
"Control","YKT6",216,"RERE",0.00032478077297824,FALSE,"[0,0.1]"
"Control","YKT6",216,"REV3L",0.000202101859337106,FALSE,"[0,0.1]"
"Control","YKT6",216,"RICTOR",0.000248077400148846,FALSE,"[0,0.1]"
"Control","YKT6",216,"RNF144B",0.000912408759124088,FALSE,"[0,0.1]"
"Control","YKT6",216,"RTN4",-0.000435540069686411,FALSE,NA
"Control","YKT6",216,"SEC14L1",0.000826104915324246,FALSE,"[0,0.1]"
"Control","YKT6",216,"SGK1",0.000305576776165011,FALSE,"[0,0.1]"
"Control","YKT6",216,"SIK3",0.000117716303708064,FALSE,"[0,0.1]"
"Control","YKT6",216,"SLC22A23",0.000266453503863576,FALSE,"[0,0.1]"
"Control","YKT6",216,"SLC9A9",0.000193798449612403,FALSE,"[0,0.1]"
"Control","YKT6",216,"SMAP2",0.00104166666666667,FALSE,"[0,0.1]"
"Control","YKT6",216,"SPTLC2",-0.000580046403712297,FALSE,NA
"Control","YKT6",216,"SRGAP2B",0.000777000777000777,FALSE,"[0,0.1]"
"Control","YKT6",216,"STARD13",0.00019669551534225,FALSE,"[0,0.1]"
"Control","YKT6",216,"TANC2",0.00137551581843191,FALSE,"[0,0.1]"
"Control","YKT6",216,"TNRC6B",0.00189035916824197,FALSE,"[0,0.1]"
"Control","YKT6",216,"TTC3",0.000232937339855579,FALSE,"[0,0.1]"
"Control","YKT6",216,"UBXN2B",0.00343642611683849,FALSE,"[0,0.1]"
"Control","YKT6",216,"WSB1",0.000213766566908935,FALSE,"[0,0.1]"
"Control","YKT6",216,"ZBTB16",0.000288933834151979,FALSE,"[0,0.1]"
"Control","YKT6",216,"ZBTB20",0.000112637981527371,FALSE,"[0,0.1]"
"Control","YKT6",216,"ZEB2",0.00012313754463736,FALSE,"[0,0.1]"
"Control","YKT6",216,"ZNF638",0.000130005200208008,FALSE,"[0,0.1]"
"Control","TTC17",264,"AC007262.2",0.000483792936623125,FALSE,"[0,0.1]"
"Control","TTC17",264,"ACYP2",0.000337268128161889,FALSE,"[0,0.1]"
"Control","TTC17",264,"AKT3",-0.00192307692307692,FALSE,NA
"Control","TTC17",264,"AL163541.1",0.0006765899864682,FALSE,"[0,0.1]"
"Control","TTC17",264,"ALCAM",0.000201572263656521,FALSE,"[0,0.1]"
"Control","TTC17",264,"ANKRD12",0.000287191269385411,FALSE,"[0,0.1]"
"Control","TTC17",264,"ANKRD17",0.000588235294117647,FALSE,"[0,0.1]"
"Control","TTC17",264,"APOE",-0.00766283524904215,FALSE,NA
"Control","TTC17",264,"ARHGAP21",0.000128386185646424,FALSE,"[0,0.1]"
"Control","TTC17",264,"BAZ2B",0.000414593698175788,FALSE,"[0,0.1]"
"Control","TTC17",264,"BBS9",0.000318572793883402,FALSE,"[0,0.1]"
"Control","TTC17",264,"BCAS3",0.000248262164846078,FALSE,"[0,0.1]"
"Control","TTC17",264,"BPTF",0.000500250125062531,FALSE,"[0,0.1]"
"Control","TTC17",264,"CADM1",0.000236630383341221,FALSE,"[0,0.1]"
"Control","TTC17",264,"CCDC88A",0.000428143285286142,FALSE,"[0,0.1]"
"Control","TTC17",264,"CD163",0.0001998001998002,FALSE,"[0,0.1]"
"Control","TTC17",264,"CDK19",0.000163238654913484,FALSE,"[0,0.1]"
"Control","TTC17",264,"CELF2",-0.000899280575539568,FALSE,NA
"Control","TTC17",264,"CHST15",0.000473484848484848,FALSE,"[0,0.1]"
"Control","TTC17",264,"CHSY3",0.000819672131147541,FALSE,"[0,0.1]"
"Control","TTC17",264,"CLASP2",0.000352526439482961,FALSE,"[0,0.1]"
"Control","TTC17",264,"CPED1",0.00074019245003701,FALSE,"[0,0.1]"
"Control","TTC17",264,"CR1",0.000417536534446764,FALSE,"[0,0.1]"
"Control","TTC17",264,"DDX17",0.000186497575531518,FALSE,"[0,0.1]"
"Control","TTC17",264,"DIP2B",0.000354233085370174,FALSE,"[0,0.1]"
"Control","TTC17",264,"DLEU2",0.000234852043212776,FALSE,"[0,0.1]"
"Control","TTC17",264,"DLG1",0.000364166059723234,FALSE,"[0,0.1]"
"Control","TTC17",264,"DLG2",0.000298596595998806,FALSE,"[0,0.1]"
"Control","TTC17",264,"DOCK10",0.0002910784456411,FALSE,"[0,0.1]"
"Control","TTC17",264,"DOCK5",0.000220361392684002,FALSE,"[0,0.1]"
"Control","TTC17",264,"DPYD",0.000124409056979348,FALSE,"[0,0.1]"
"Control","TTC17",264,"DST",0.000320958596341072,FALSE,"[0,0.1]"
"Control","TTC17",264,"DTNA",0.000359324469996407,FALSE,"[0,0.1]"
"Control","TTC17",264,"EIF4G3",0.000289771080846132,FALSE,"[0,0.1]"
"Control","TTC17",264,"ELMO1",-0.00044404973357016,FALSE,NA
"Control","TTC17",264,"EPS15",0.000164853280580284,FALSE,"[0,0.1]"
"Control","TTC17",264,"ERBIN",0.000336021505376344,FALSE,"[0,0.1]"
"Control","TTC17",264,"EXOC6B",0.000300120048019208,FALSE,"[0,0.1]"
"Control","TTC17",264,"F13A1",0.000260078023407022,FALSE,"[0,0.1]"
"Control","TTC17",264,"FAM13A",-0.000296296296296296,FALSE,NA
"Control","TTC17",264,"FAM149A",-0.00157728706624606,FALSE,NA
"Control","TTC17",264,"FAM49A",-0.00171821305841924,FALSE,NA
"Control","TTC17",264,"FKBP5",0.000136798905608755,FALSE,"[0,0.1]"
"Control","TTC17",264,"FMN1",0.000258197779499096,FALSE,"[0,0.1]"
"Control","TTC17",264,"FMNL2",0.000368595650571323,FALSE,"[0,0.1]"
"Control","TTC17",264,"FOXN3",0.00178890876565295,FALSE,"[0,0.1]"
"Control","TTC17",264,"FOXO3",-0.000429737859905458,FALSE,NA
"Control","TTC17",264,"FOXP1",-0.000507872016251905,FALSE,NA
"Control","TTC17",264,"FRMD4B",0.000136165577342048,FALSE,"[0,0.1]"
"Control","TTC17",264,"FRYL",0.000295770482105886,FALSE,"[0,0.1]"
"Control","TTC17",264,"FTH1",-0.000513874614594039,FALSE,NA
"Control","TTC17",264,"GAB1",0.000251193167545843,FALSE,"[0,0.1]"
"Control","TTC17",264,"GLDN",0.000716332378223496,FALSE,"[0,0.1]"
"Control","TTC17",264,"GOLGA4",0.0101010101010101,FALSE,"[0,0.1]"
"Control","TTC17",264,"GPHN",0.000177022481855196,FALSE,"[0,0.1]"
"Control","TTC17",264,"GPNMB",-0.00374531835205993,FALSE,NA
"Control","TTC17",264,"GTDC1",0.000188893086513034,FALSE,"[0,0.1]"
"Control","TTC17",264,"HDAC9",0.000639795265515035,FALSE,"[0,0.1]"
"Control","TTC17",264,"HNRNPU",0.0004151100041511,FALSE,"[0,0.1]"
"Control","TTC17",264,"HS3ST4",0.000471475719000471,FALSE,"[0,0.1]"
"Control","TTC17",264,"IFI44L",0.000968992248062015,FALSE,"[0,0.1]"
"Control","TTC17",264,"IL10RA",-0.000619195046439629,FALSE,NA
"Control","TTC17",264,"ITPR2",0.00258397932816537,FALSE,"[0,0.1]"
"Control","TTC17",264,"JAK1",-0.00154083204930663,FALSE,NA
"Control","TTC17",264,"JMJD1C",0.000636132315521628,FALSE,"[0,0.1]"
"Control","TTC17",264,"KCNK13",0.00129533678756477,FALSE,"[0,0.1]"
"Control","TTC17",264,"KCNMA1",-0.00235849056603774,FALSE,NA
"Control","TTC17",264,"KYNU",-0.000975609756097561,FALSE,NA
"Control","TTC17",264,"LINC00278",-0.000560538116591928,FALSE,NA
"Control","TTC17",264,"MACF1",0.000203128173877717,FALSE,"[0,0.1]"
"Control","TTC17",264,"MACROD2",0.000577367205542725,FALSE,"[0,0.1]"
"Control","TTC17",264,"MAF",0.000511247443762781,FALSE,"[0,0.1]"
"Control","TTC17",264,"MALAT1",0.000539956803455724,FALSE,"[0,0.1]"
"Control","TTC17",264,"MAN2A1",0.00024804663276696,FALSE,"[0,0.1]"
"Control","TTC17",264,"MANBA",-0.0624999999999998,FALSE,NA
"Control","TTC17",264,"MAP3K5",0.00115340253748558,FALSE,"[0,0.1]"
"Control","TTC17",264,"MAP4K4",0.000963391136801541,FALSE,"[0,0.1]"
"Control","TTC17",264,"MARCH1",0.00131147540983607,FALSE,"[0,0.1]"
"Control","TTC17",264,"MBD5",0.000629722921914358,FALSE,"[0,0.1]"
"Control","TTC17",264,"MBNL2",0.000114064104026463,FALSE,"[0,0.1]"
"Control","TTC17",264,"MBP",0.000225377507324769,FALSE,"[0,0.1]"
"Control","TTC17",264,"MIR181A1HG",-0.00224215246636771,FALSE,NA
"Control","TTC17",264,"MSI2",-0.00102145045965271,FALSE,NA
"Control","TTC17",264,"MSR1",-0.000325309043591412,FALSE,NA
"Control","TTC17",264,"MTSS1",0.000177904287493329,FALSE,"[0,0.1]"
"Control","TTC17",264,"MVB12B",0.000198098256735341,FALSE,"[0,0.1]"
"Control","TTC17",264,"MYO1D",0.000320102432778489,FALSE,"[0,0.1]"
"Control","TTC17",264,"MYO5A",0.000275292498279422,FALSE,"[0,0.1]"
"Control","TTC17",264,"N4BP2L2",0.000255004462578095,FALSE,"[0,0.1]"
"Control","TTC17",264,"NCKAP5",0.000235682300259251,FALSE,"[0,0.1]"
"Control","TTC17",264,"NCOA3",0.000558347292015634,FALSE,"[0,0.1]"
"Control","TTC17",264,"NFIA",0.000158478605388273,FALSE,"[0,0.1]"
"Control","TTC17",264,"NLK",0.000309885342423303,FALSE,"[0,0.1]"
"Control","TTC17",264,"NPAS3",0.000295072292711714,FALSE,"[0,0.1]"
"Control","TTC17",264,"OSBPL1A",0.000602046959662854,FALSE,"[0,0.1]"
"Control","TTC17",264,"PDE3B",-0.000437636761487965,FALSE,NA
"Control","TTC17",264,"PDE4B",0.000962000962000962,FALSE,"[0,0.1]"
"Control","TTC17",264,"PDE8A",-0.000209995800083998,FALSE,NA
"Control","TTC17",264,"PHC2",0.00146842878120411,FALSE,"[0,0.1]"
"Control","TTC17",264,"PICALM",0.000536193029490617,FALSE,"[0,0.1]"
"Control","TTC17",264,"PIP4K2A",0.000248262164846078,FALSE,"[0,0.1]"
"Control","TTC17",264,"PLCL1",0.000284090909090909,FALSE,"[0,0.1]"
"Control","TTC17",264,"PRKAG2",-0.00167926112510495,FALSE,NA
"Control","TTC17",264,"PTK2",0.000328623069339468,FALSE,"[0,0.1]"
"Control","TTC17",264,"QKI",-0.000604960677555959,FALSE,NA
"Control","TTC17",264,"RAB10",0.0006426735218509,FALSE,"[0,0.1]"
"Control","TTC17",264,"RAPGEF6",0.000274197970935015,FALSE,"[0,0.1]"
"Control","TTC17",264,"RBMS1",0.000264900662251656,FALSE,"[0,0.1]"
"Control","TTC17",264,"RCSD1",-0.000685871056241427,FALSE,NA
"Control","TTC17",264,"RGL1",0.000264690312334569,FALSE,"[0,0.1]"
"Control","TTC17",264,"RICTOR",0.000248077400148846,FALSE,"[0,0.1]"
"Control","TTC17",264,"RNF144B",-0.000456204379562044,FALSE,NA
"Control","TTC17",264,"RNF149",0.00103950103950104,FALSE,"[0,0.1]"
"Control","TTC17",264,"RTN4",0.000871080139372822,FALSE,"[0,0.1]"
"Control","TTC17",264,"SAMD12",0.000308451573103023,FALSE,"[0,0.1]"
"Control","TTC17",264,"SEC14L1",-0.000413052457662123,FALSE,NA
"Control","TTC17",264,"SGK3",0.000224064530584808,FALSE,"[0,0.1]"
"Control","TTC17",264,"SGMS1",0.000297885016383676,FALSE,"[0,0.1]"
"Control","TTC17",264,"SHTN1",0.000367917586460633,FALSE,"[0,0.1]"
"Control","TTC17",264,"SIK3",0.000235432607416127,FALSE,"[0,0.1]"
"Control","TTC17",264,"SKAP2",0.0833333333333333,FALSE,"[0,0.1]"
"Control","TTC17",264,"SLC44A1",0.000274197970935015,FALSE,"[0,0.1]"
"Control","TTC17",264,"SLC9A9",0.000193798449612403,FALSE,"[0,0.1]"
"Control","TTC17",264,"SMAP2",-0.00104166666666667,FALSE,NA
"Control","TTC17",264,"SNCA",0.000626959247648903,FALSE,"[0,0.1]"
"Control","TTC17",264,"SORT1",0.000181061017562919,FALSE,"[0,0.1]"
"Control","TTC17",264,"SPTLC2",0.00116009280742459,FALSE,"[0,0.1]"
"Control","TTC17",264,"SRGAP1",0.000339789330615019,FALSE,"[0,0.1]"
"Control","TTC17",264,"ST18",0.00026048450117218,FALSE,"[0,0.1]"
"Control","TTC17",264,"STARD13",0.00019669551534225,FALSE,"[0,0.1]"
"Control","TTC17",264,"SYK",0.000536768652710682,FALSE,"[0,0.1]"
"Control","TTC17",264,"TANC2",-0.00137551581843191,FALSE,NA
"Control","TTC17",264,"TBC1D5",0.000396510705789056,FALSE,"[0,0.1]"
"Control","TTC17",264,"TGFBR2",0.000969932104752667,FALSE,"[0,0.1]"
"Control","TTC17",264,"TMTC2",0.000237699072973615,FALSE,"[0,0.1]"
"Control","TTC17",264,"TNRC6B",-0.00189035916824197,FALSE,NA
"Control","TTC17",264,"TXNIP",-0.00258397932816538,FALSE,NA
"Control","TTC17",264,"UBXN2B",-0.00343642611683849,FALSE,NA
"Control","TTC17",264,"WNK1",0.00069060773480663,FALSE,"[0,0.1]"
"Control","TTC17",264,"WSB1",0.000213766566908935,FALSE,"[0,0.1]"
"Control","TTC17",264,"ZBTB20",0.000225275963054742,FALSE,"[0,0.1]"
"Control","TTC17",264,"ZEB2",0.00024627508927472,FALSE,"[0,0.1]"
"Control","TTC17",264,"ZFPM2-AS1",0.000659630606860158,FALSE,"[0,0.1]"
"Control","TTC17",264,"ZNF638",0.000260010400416017,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"ADK",0.00176056338028169,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"AKAP13",-0.0004516711833785,FALSE,NA
"Control","PHACTR2",277,"AL035446.2",-0.00465116279069767,FALSE,NA
"Control","PHACTR2",277,"AL163541.1",-0.0013531799729364,FALSE,NA
"Control","PHACTR2",277,"ANK2",-0.0017636684303351,FALSE,NA
"Control","PHACTR2",277,"ANKRD12",-0.000287191269385411,FALSE,NA
"Control","PHACTR2",277,"ARHGAP15",-0.000458715596330275,FALSE,NA
"Control","PHACTR2",277,"ARHGAP21",-0.000128386185646424,FALSE,NA
"Control","PHACTR2",277,"ARID4B",-0.0007627765064836,FALSE,NA
"Control","PHACTR2",277,"ATF6",-0.00161290322580645,FALSE,NA
"Control","PHACTR2",277,"BAZ2B",-0.000207296849087894,FALSE,NA
"Control","PHACTR2",277,"BBS9",0.000318572793883402,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"BBX",-0.000523012552301255,FALSE,NA
"Control","PHACTR2",277,"BCAS3",-0.000248262164846078,FALSE,NA
"Control","PHACTR2",277,"BTBD9",-0.000744047619047619,FALSE,NA
"Control","PHACTR2",277,"C1QB",0.00151515151515152,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"CADM1",0.000236630383341221,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"CCDC88A",-0.000142714428428714,FALSE,NA
"Control","PHACTR2",277,"CCND3",0.000380083618396047,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"CCNH",-0.000485201358563804,FALSE,NA
"Control","PHACTR2",277,"CD163",-0.0001998001998002,FALSE,NA
"Control","PHACTR2",277,"CELF2",-0.000449640287769784,FALSE,NA
"Control","PHACTR2",277,"CHSY3",-0.000819672131147541,FALSE,NA
"Control","PHACTR2",277,"CLASP2",-0.000117508813160987,FALSE,NA
"Control","PHACTR2",277,"CRADD",-0.000909090909090909,FALSE,NA
"Control","PHACTR2",277,"CSGALNACT1",-0.00020259319286872,FALSE,NA
"Control","PHACTR2",277,"CTTNBP2",-0.00122100122100122,FALSE,NA
"Control","PHACTR2",277,"DDX5",-0.000322372662798195,FALSE,NA
"Control","PHACTR2",277,"DLEU2",-0.000234852043212776,FALSE,NA
"Control","PHACTR2",277,"DLG1",-0.000121388686574411,FALSE,NA
"Control","PHACTR2",277,"DOCK5",-0.000110180696342001,FALSE,NA
"Control","PHACTR2",277,"DPYD",-0.000124409056979348,FALSE,NA
"Control","PHACTR2",277,"DST",-0.000106986198780357,FALSE,NA
"Control","PHACTR2",277,"DTNA",-0.000359324469996407,FALSE,NA
"Control","PHACTR2",277,"EEF1A1",0.00675675675675676,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"EIF4G3",-0.000579542161692263,FALSE,NA
"Control","PHACTR2",277,"ELMO1",-0.00044404973357016,FALSE,NA
"Control","PHACTR2",277,"EPS15",-0.000164853280580284,FALSE,NA
"Control","PHACTR2",277,"ERBIN",-0.000112007168458781,FALSE,NA
"Control","PHACTR2",277,"FAF1",-0.000587199060481503,FALSE,NA
"Control","PHACTR2",277,"FAM13A",-0.000296296296296296,FALSE,NA
"Control","PHACTR2",277,"FAM49A",-0.000859106529209622,FALSE,NA
"Control","PHACTR2",277,"FKBP5",-0.00027359781121751,FALSE,NA
"Control","PHACTR2",277,"FMN1",-0.000258197779499096,FALSE,NA
"Control","PHACTR2",277,"FRMD4B",-0.000136165577342048,FALSE,NA
"Control","PHACTR2",277,"FTX",-0.000216122757726389,FALSE,NA
"Control","PHACTR2",277,"GAB1",-0.000125596583772921,FALSE,NA
"Control","PHACTR2",277,"GOLGA4",-0.0202020202020202,FALSE,NA
"Control","PHACTR2",277,"GPHN",-0.000177022481855196,FALSE,NA
"Control","PHACTR2",277,"GPNMB",0.00374531835205993,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"GRID2",0.00373134328358209,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"GTDC1",-0.000188893086513034,FALSE,NA
"Control","PHACTR2",277,"HNRNPA2B1",-0.000758725341426404,FALSE,NA
"Control","PHACTR2",277,"HNRNPU",-0.0004151100041511,FALSE,NA
"Control","PHACTR2",277,"HS3ST4",0.000471475719000471,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"IFNGR1",0.00410677618069815,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"ITPR2",-0.00258397932816537,FALSE,NA
"Control","PHACTR2",277,"KANSL1",0.00135135135135135,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"KCNMA1",0.00235849056603774,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"LINC00278",0.000560538116591928,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"MACF1",-0.000203128173877717,FALSE,NA
"Control","PHACTR2",277,"MACROD2",-0.000577367205542725,FALSE,NA
"Control","PHACTR2",277,"MAF",0.000511247443762781,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"MALAT1",-0.00161987041036717,FALSE,NA
"Control","PHACTR2",277,"MAML2",-0.000635727908455181,FALSE,NA
"Control","PHACTR2",277,"MAN1A1",-0.000208724692131079,FALSE,NA
"Control","PHACTR2",277,"MAP4K4",0.000963391136801541,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"MARCH1",-0.000983606557377049,FALSE,NA
"Control","PHACTR2",277,"MBD5",-0.000629722921914358,FALSE,NA
"Control","PHACTR2",277,"MBP",-0.000112688753662384,FALSE,NA
"Control","PHACTR2",277,"MIR181A1HG",-0.00448430493273543,FALSE,NA
"Control","PHACTR2",277,"MIR99AHG",-0.000448028673835126,FALSE,NA
"Control","PHACTR2",277,"MKLN1",0.0019047619047619,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"MSI2",-0.00102145045965271,FALSE,NA
"Control","PHACTR2",277,"MVB12B",-0.000396196513470681,FALSE,NA
"Control","PHACTR2",277,"N4BP2L2",-0.000127502231289048,FALSE,NA
"Control","PHACTR2",277,"NAV2",-0.0027027027027027,FALSE,NA
"Control","PHACTR2",277,"NBEA",-0.00053475935828877,FALSE,NA
"Control","PHACTR2",277,"NCKAP5",-0.000471364600518501,FALSE,NA
"Control","PHACTR2",277,"NCOA2",0.00212765957446809,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"NCOA3",0.000558347292015634,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"NFIA",-0.000158478605388273,FALSE,NA
"Control","PHACTR2",277,"NPL",0.0075187969924812,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"OSBPL1A",0.00120409391932571,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"P4HA1",-0.000440917107583774,FALSE,NA
"Control","PHACTR2",277,"PCDH9",-0.00311526479750779,FALSE,NA
"Control","PHACTR2",277,"PCM1",-0.000263019463440295,FALSE,NA
"Control","PHACTR2",277,"PDE4B",-0.00144300144300144,FALSE,NA
"Control","PHACTR2",277,"PDE8A",-0.000419991600167997,FALSE,NA
"Control","PHACTR2",277,"PEAK1",-0.000230627306273063,FALSE,NA
"Control","PHACTR2",277,"PELI1",-0.0114942528735632,FALSE,NA
"Control","PHACTR2",277,"PICALM",0.000536193029490617,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"PIP4K2A",-0.000124131082423039,FALSE,NA
"Control","PHACTR2",277,"PLCL1",-0.000284090909090909,FALSE,NA
"Control","PHACTR2",277,"PTK2",-0.000328623069339468,FALSE,NA
"Control","PHACTR2",277,"QKI",-0.000604960677555959,FALSE,NA
"Control","PHACTR2",277,"RAPGEF6",-0.000274197970935015,FALSE,NA
"Control","PHACTR2",277,"RBPJ",-0.000290782204129107,FALSE,NA
"Control","PHACTR2",277,"RIN2",0.00078740157480315,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"RNF13",0.00163398692810458,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"RNF144B",-0.000456204379562044,FALSE,NA
"Control","PHACTR2",277,"RNF149",-0.00103950103950104,FALSE,NA
"Control","PHACTR2",277,"SAMD12",-0.000308451573103023,FALSE,NA
"Control","PHACTR2",277,"SGK1",-0.000152788388082506,FALSE,NA
"Control","PHACTR2",277,"SHTN1",-0.000122639195486878,FALSE,NA
"Control","PHACTR2",277,"SIK3",-0.000117716303708064,FALSE,NA
"Control","PHACTR2",277,"SLC25A13",-0.000452693526482571,FALSE,NA
"Control","PHACTR2",277,"SLC9A9",-0.000193798449612403,FALSE,NA
"Control","PHACTR2",277,"SNX13",0.000666222518321119,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"SORT1",-0.000181061017562919,FALSE,NA
"Control","PHACTR2",277,"SPTLC2",0.000580046403712297,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"SRGAP1",-0.000339789330615019,FALSE,NA
"Control","PHACTR2",277,"SRGAP2B",-0.000777000777000777,FALSE,NA
"Control","PHACTR2",277,"ST6GALNAC3",-0.00108932461873638,FALSE,NA
"Control","PHACTR2",277,"TGFBR2",0.000969932104752667,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"TNRC6B",0.00189035916824197,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"TTC3",-0.000232937339855579,FALSE,NA
"Control","PHACTR2",277,"TXNIP",0.00258397932816538,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"UTY",0.000508646998982706,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"VPS13C",-0.000574052812858783,FALSE,NA
"Control","PHACTR2",277,"WSB1",-0.000213766566908935,FALSE,NA
"Control","PHACTR2",277,"WWOX",-0.000997008973080758,FALSE,NA
"Control","PHACTR2",277,"ZBTB20",-0.000112637981527371,FALSE,NA
"Control","PHACTR2",277,"ZFPM2-AS1",0.000659630606860158,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"ZNF609",0.00197628458498024,FALSE,"[0,0.1]"
"Control","PHACTR2",277,"ZNF638",-0.000130005200208008,FALSE,NA
"Control","PHACTR2",277,"ZSWIM6",-0.00421052631578947,FALSE,NA
"Control","ALDH1A2",284,"ABCA1",-0.000421940928270042,FALSE,NA
"Control","ALDH1A2",284,"AC007262.2",-0.000483792936623125,FALSE,NA
"Control","ALDH1A2",284,"ACYP2",-0.000337268128161889,FALSE,NA
"Control","ALDH1A2",284,"ADK",-0.00176056338028169,FALSE,NA
"Control","ALDH1A2",284,"AFF1",-0.000793021411578113,FALSE,NA
"Control","ALDH1A2",284,"AKAP13",-0.0004516711833785,FALSE,NA
"Control","ALDH1A2",284,"AKT3",-0.00192307692307692,FALSE,NA
"Control","ALDH1A2",284,"AL163541.1",0.0006765899864682,FALSE,"[0,0.1]"
"Control","ALDH1A2",284,"ALCAM",-0.000201572263656521,FALSE,NA
"Control","ALDH1A2",284,"ANKRD12",-0.000143595634692705,FALSE,NA
"Control","ALDH1A2",284,"ANKRD44",-0.000806451612903226,FALSE,NA
"Control","ALDH1A2",284,"APOE",-0.00383141762452107,FALSE,NA
