"ko","outdegree","n_sig","all_inside","frac_targets_sig","network","col"
"TYROBP",667,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBE2D3",590,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBE2E1",437,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBE2E2",715,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBE2K",535,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBE2W",382,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBL3",541,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBR5",683,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UBXN2B",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UGCG",702,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UMAD1",59,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"USP15",624,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"USP34",534,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"USP53",769,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"USP6NL",645,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UST",674,14,TRUE,0.0192878338278932,"MS microglia, lesion net","#c0392b"
"UTRN",730,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UTY",763,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"UVRAG",736,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"VMP1",706,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"VOPP1",536,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"VPS13B",223,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"VPS13C",748,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"VPS8",750,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"VTI1A",159,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WAC",430,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WASF2",698,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WASHC4",730,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WDFY2",486,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WDFY3",367,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WDFY4",693,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WDR7",480,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WDR70",518,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WIPF1",617,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WNK1",399,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WSB1",526,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"WWOX",321,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"XACT",754,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"XIST",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"XPR1",715,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"XYLT1",731,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"YKT6",145,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZBTB16",745,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZBTB20",738,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZCCHC7",622,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZDHHC14",519,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZEB1",701,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZEB2",742,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZFAND3",577,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZFHX3",689,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZFP36L1",716,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZFP36L2",759,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZFPM2-AS1",725,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZMAT3",702,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZMYM2",637,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF148",675,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF292",405,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF407",686,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF609",674,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF638",429,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF644",404,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF710",621,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZNF804A",765,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"ZSWIM6",679,1,TRUE,0,"MS microglia, lesion net","#c0392b"
"MALAT1",786,1,TRUE,0,"Control split-half A","#7fb3d5"
"PLXDC2",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"SPP1",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"DOCK4",785,1,TRUE,0,"Control split-half A","#7fb3d5"
"NEAT1",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"LRMDA",721,1,TRUE,0,"Control split-half A","#7fb3d5"
"GRID2",752,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARHGAP24",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"FRMD4A",788,1,TRUE,0,"Control split-half A","#7fb3d5"
"KCNMA1",771,1,TRUE,0,"Control split-half A","#7fb3d5"
"SLC1A3",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"PTPRG",716,1,TRUE,0,"Control split-half A","#7fb3d5"
"AL163541.1",707,1,TRUE,0,"Control split-half A","#7fb3d5"
"ELMO1",766,1,TRUE,0,"Control split-half A","#7fb3d5"
"MAML2",689,1,TRUE,0,"Control split-half A","#7fb3d5"
"CHST11",788,1,TRUE,0,"Control split-half A","#7fb3d5"
"FMNL2",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"LNCAROD",752,1,TRUE,0,"Control split-half A","#7fb3d5"
"SSH2",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"LDLRAD4",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"SLC8A1",754,1,TRUE,0,"Control split-half A","#7fb3d5"
"KCNQ3",760,1,TRUE,0,"Control split-half A","#7fb3d5"
"FTL",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"DPYD",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"CELF2",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARHGAP26",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"SFMBT2",746,1,TRUE,0,"Control split-half A","#7fb3d5"
"FKBP5",739,1,TRUE,0,"Control split-half A","#7fb3d5"
"NHSL1",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"APBB1IP",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"MEF2A",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"SORL1",786,1,TRUE,0,"Control split-half A","#7fb3d5"
"CSGALNACT1",783,1,TRUE,0,"Control split-half A","#7fb3d5"
"ST6GAL1",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"EPB41L2",757,1,TRUE,0,"Control split-half A","#7fb3d5"
"GLDN",768,1,TRUE,0,"Control split-half A","#7fb3d5"
"QKI",575,1,TRUE,0,"Control split-half A","#7fb3d5"
"RUNX1",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"FMN1",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"HDAC9",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"PICALM",769,1,TRUE,0,"Control split-half A","#7fb3d5"
"PCDH9",765,1,TRUE,0,"Control split-half A","#7fb3d5"
"BMP2K",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"GNAQ",704,1,TRUE,0,"Control split-half A","#7fb3d5"
"FHIT",703,1,TRUE,0,"Control split-half A","#7fb3d5"
"MBNL1",759,1,TRUE,0,"Control split-half A","#7fb3d5"
"AUTS2",749,1,TRUE,0,"Control split-half A","#7fb3d5"
"ITPR2",712,1,TRUE,0,"Control split-half A","#7fb3d5"
"SIPA1L1",772,1,TRUE,0,"Control split-half A","#7fb3d5"
"FOXN3",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"SRGAP2",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"DOCK8",737,1,TRUE,0,"Control split-half A","#7fb3d5"
"PDE3B",757,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZEB2",783,1,TRUE,0,"Control split-half A","#7fb3d5"
"MEF2C",629,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARHGAP15",746,1,TRUE,0,"Control split-half A","#7fb3d5"
"CPM",757,1,TRUE,0,"Control split-half A","#7fb3d5"
"MAML3",731,1,TRUE,0,"Control split-half A","#7fb3d5"
"DISC1",593,1,TRUE,0,"Control split-half A","#7fb3d5"
"MED13L",750,1,TRUE,0,"Control split-half A","#7fb3d5"
"ELL2",772,1,TRUE,0,"Control split-half A","#7fb3d5"
"DLEU1",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"ACSL1",785,1,TRUE,0,"Control split-half A","#7fb3d5"
"SLC9A9",778,1,TRUE,0,"Control split-half A","#7fb3d5"
"STARD13",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"OXR1",769,1,TRUE,0,"Control split-half A","#7fb3d5"
"FGD4",639,1,TRUE,0,"Control split-half A","#7fb3d5"
"JAZF1",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"UBE2E2",681,1,TRUE,0,"Control split-half A","#7fb3d5"
"TCF12",732,1,TRUE,0,"Control split-half A","#7fb3d5"
"IMMP2L",750,1,TRUE,0,"Control split-half A","#7fb3d5"
"SH3RF3",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"PDE4B",784,1,TRUE,0,"Control split-half A","#7fb3d5"
"APOE",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"DSCAM",766,1,TRUE,0,"Control split-half A","#7fb3d5"
"MYO1E",705,1,TRUE,0,"Control split-half A","#7fb3d5"
"FAM49B",755,1,TRUE,0,"Control split-half A","#7fb3d5"
"FYB1",698,1,TRUE,0,"Control split-half A","#7fb3d5"
"ABR",759,4,TRUE,0.00395256916996047,"Control split-half A","#7fb3d5"
"BNC2",565,1,TRUE,0,"Control split-half A","#7fb3d5"
"ST6GALNAC3",761,1,TRUE,0,"Control split-half A","#7fb3d5"
"TBC1D5",765,1,TRUE,0,"Control split-half A","#7fb3d5"
"SYNDIG1",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"WWOX",550,1,TRUE,0,"Control split-half A","#7fb3d5"
"ATG7",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"RBM47",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"ETV6",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZBTB20",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"LHFPL2",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"NAV3",783,1,TRUE,0,"Control split-half A","#7fb3d5"
"EPB41L3",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"IPCEF1",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"GAB2",637,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZSWIM6",742,1,TRUE,0,"Control split-half A","#7fb3d5"
"XIST",786,1,TRUE,0,"Control split-half A","#7fb3d5"
"LPP",760,1,TRUE,0,"Control split-half A","#7fb3d5"
"DOCK10",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"RAD51B",689,1,TRUE,0,"Control split-half A","#7fb3d5"
"PTPRJ",749,1,TRUE,0,"Control split-half A","#7fb3d5"
"MAN2A1",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"ANKRD44",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"PADI2",784,1,TRUE,0,"Control split-half A","#7fb3d5"
"FTX",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZFHX3",758,1,TRUE,0,"Control split-half A","#7fb3d5"
"FCHSD2",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"MGAT4A",768,1,TRUE,0,"Control split-half A","#7fb3d5"
"FOXP1",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"ALCAM",755,1,TRUE,0,"Control split-half A","#7fb3d5"
"TBXAS1",748,1,TRUE,0,"Control split-half A","#7fb3d5"
"AKAP13",748,1,TRUE,0,"Control split-half A","#7fb3d5"
"CD74",785,1,TRUE,0,"Control split-half A","#7fb3d5"
"CTSB",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"MERTK",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"SDK1",717,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZFAND3",754,1,TRUE,0,"Control split-half A","#7fb3d5"
"SRGN",785,1,TRUE,0,"Control split-half A","#7fb3d5"
"DOCK2",635,1,TRUE,0,"Control split-half A","#7fb3d5"
"SLCO2B1",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"TANC2",739,1,TRUE,0,"Control split-half A","#7fb3d5"
"SAT1",778,1,TRUE,0,"Control split-half A","#7fb3d5"
"HS3ST4",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"HIF1A",783,1,TRUE,0,"Control split-half A","#7fb3d5"
"SRGAP1",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"XACT",769,1,TRUE,0,"Control split-half A","#7fb3d5"
"RAPGEF1",783,1,TRUE,0,"Control split-half A","#7fb3d5"
"FRMD4B",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"PTPRC",741,1,TRUE,0,"Control split-half A","#7fb3d5"
"SMYD3",737,1,TRUE,0,"Control split-half A","#7fb3d5"
"SMAP2",756,1,TRUE,0,"Control split-half A","#7fb3d5"
"TCF4",751,1,TRUE,0,"Control split-half A","#7fb3d5"
"DIAPH2",492,1,TRUE,0,"Control split-half A","#7fb3d5"
"LINC01374",671,1,TRUE,0,"Control split-half A","#7fb3d5"
"ATXN1",567,6,TRUE,0.00881834215167548,"Control split-half A","#7fb3d5"
"DIRC3",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"ADAM28",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"RASAL2",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARHGAP22",765,8,TRUE,0.00915032679738562,"Control split-half A","#7fb3d5"
"ARID1B",721,1,TRUE,0,"Control split-half A","#7fb3d5"
"JMJD1C",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"MITF",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"SSBP2",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"SAMD4A",735,1,TRUE,0,"Control split-half A","#7fb3d5"
"NCK2",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"ATP8B4",686,1,TRUE,0,"Control split-half A","#7fb3d5"
"INPP5D",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARL15",733,1,TRUE,0,"Control split-half A","#7fb3d5"
"LIMS1",531,1,TRUE,0,"Control split-half A","#7fb3d5"
"ATP1B3",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"TGFBR1",784,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZNF804A",736,1,TRUE,0,"Control split-half A","#7fb3d5"
"FNDC3B",771,1,TRUE,0,"Control split-half A","#7fb3d5"
"TBC1D22A",765,1,TRUE,0,"Control split-half A","#7fb3d5"
"RNASET2",760,1,TRUE,0,"Control split-half A","#7fb3d5"
"RERE",731,1,TRUE,0,"Control split-half A","#7fb3d5"
"PAG1",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"FNIP2",750,1,TRUE,0,"Control split-half A","#7fb3d5"
"KANSL1",749,1,TRUE,0,"Control split-half A","#7fb3d5"
"CYFIP1",771,1,TRUE,0,"Control split-half A","#7fb3d5"
"TRPS1",778,1,TRUE,0,"Control split-half A","#7fb3d5"
"EXOC4",603,1,TRUE,0,"Control split-half A","#7fb3d5"
"MARCH1",785,1,TRUE,0,"Control split-half A","#7fb3d5"
"LRRC4C",706,1,TRUE,0,"Control split-half A","#7fb3d5"
"CCNH",408,1,TRUE,0,"Control split-half A","#7fb3d5"
"PELI1",701,1,TRUE,0,"Control split-half A","#7fb3d5"
"PLCL1",649,1,TRUE,0,"Control split-half A","#7fb3d5"
"MAP4K4",763,1,TRUE,0,"Control split-half A","#7fb3d5"
"TPRG1",716,2,TRUE,0.00139664804469274,"Control split-half A","#7fb3d5"
"SRGAP2B",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"ADGRB3",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"DTNA",740,1,TRUE,0,"Control split-half A","#7fb3d5"
"PRKN",659,1,TRUE,0,"Control split-half A","#7fb3d5"
"AOAH",730,1,TRUE,0,"Control split-half A","#7fb3d5"
"SPIDR",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"ABCC4",778,1,TRUE,0,"Control split-half A","#7fb3d5"
"PREX1",728,1,TRUE,0,"Control split-half A","#7fb3d5"
"SAMSN1",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"C3",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"EIF4G3",622,1,TRUE,0,"Control split-half A","#7fb3d5"
"MSR1",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"RALGAPA2",427,1,TRUE,0,"Control split-half A","#7fb3d5"
"DLEU2",738,1,TRUE,0,"Control split-half A","#7fb3d5"
"TRIO",697,1,TRUE,0,"Control split-half A","#7fb3d5"
"SNX29",738,1,TRUE,0,"Control split-half A","#7fb3d5"
"CHSY3",753,1,TRUE,0,"Control split-half A","#7fb3d5"
"SKAP2",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"TAB2",728,1,TRUE,0,"Control split-half A","#7fb3d5"
"MTSS1",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"SDCCAG8",710,1,TRUE,0,"Control split-half A","#7fb3d5"
"LRCH1",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"DIP2B",771,1,TRUE,0,"Control split-half A","#7fb3d5"
"AKT3",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"HSP90AA1",757,1,TRUE,0,"Control split-half A","#7fb3d5"
"CD163",774,4,TRUE,0.00387596899224806,"Control split-half A","#7fb3d5"
"STAG1",698,1,TRUE,0,"Control split-half A","#7fb3d5"
"SBF2",641,1,TRUE,0,"Control split-half A","#7fb3d5"
"TLR2",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"FNDC3A",717,1,TRUE,0,"Control split-half A","#7fb3d5"
"F13A1",779,3,TRUE,0.00256739409499358,"Control split-half A","#7fb3d5"
"SLC11A1",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"AP001977.1",746,1,TRUE,0,"Control split-half A","#7fb3d5"
"ASAP1",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZFPM2-AS1",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"DISP1",672,1,TRUE,0,"Control split-half A","#7fb3d5"
"RAB31",738,1,TRUE,0,"Control split-half A","#7fb3d5"
"MYCBP2",734,1,TRUE,0,"Control split-half A","#7fb3d5"
"FER",561,1,TRUE,0,"Control split-half A","#7fb3d5"
"BACH1",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"PTPRM",29,1,TRUE,0,"Control split-half A","#7fb3d5"
"NIPBL",684,1,TRUE,0,"Control split-half A","#7fb3d5"
"RNF130",729,1,TRUE,0,"Control split-half A","#7fb3d5"
"BAZ2B",744,1,TRUE,0,"Control split-half A","#7fb3d5"
"RABGAP1L",710,1,TRUE,0,"Control split-half A","#7fb3d5"
"CAMK1D",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"RTTN",692,1,TRUE,0,"Control split-half A","#7fb3d5"
"PRKCE",703,1,TRUE,0,"Control split-half A","#7fb3d5"
"SCIN",710,1,TRUE,0,"Control split-half A","#7fb3d5"
"MTHFD1L",721,1,TRUE,0,"Control split-half A","#7fb3d5"
"CHD9",709,1,TRUE,0,"Control split-half A","#7fb3d5"
"PRKAG2",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"PSAP",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"DENND3",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"PTPRE",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"LINC02798",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"NCKAP5",633,1,TRUE,0,"Control split-half A","#7fb3d5"
"FOXP2",765,1,TRUE,0,"Control split-half A","#7fb3d5"
"LINC00278",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"HLA-DRA",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"DDX5",754,1,TRUE,0,"Control split-half A","#7fb3d5"
"GPNMB",704,1,TRUE,0,"Control split-half A","#7fb3d5"
"MGAT5",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"ATM",730,1,TRUE,0,"Control split-half A","#7fb3d5"
"RASSF8",773,1,TRUE,0,"Control split-half A","#7fb3d5"
"ARHGAP6",733,1,TRUE,0,"Control split-half A","#7fb3d5"
"KMT2C",281,1,TRUE,0,"Control split-half A","#7fb3d5"
"UTRN",769,1,TRUE,0,"Control split-half A","#7fb3d5"
"SHTN1",776,1,TRUE,0,"Control split-half A","#7fb3d5"
"KHDRBS3",756,1,TRUE,0,"Control split-half A","#7fb3d5"
"BCL2",722,1,TRUE,0,"Control split-half A","#7fb3d5"
"DENND1A",750,1,TRUE,0,"Control split-half A","#7fb3d5"
"LPCAT2",747,1,TRUE,0,"Control split-half A","#7fb3d5"
"RAP1A",421,1,TRUE,0,"Control split-half A","#7fb3d5"
"PDE8A",767,1,TRUE,0,"Control split-half A","#7fb3d5"
"WDFY3",779,1,TRUE,0,"Control split-half A","#7fb3d5"
"PALD1",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"VTI1A",736,1,TRUE,0,"Control split-half A","#7fb3d5"
"TBL1XR1",421,1,TRUE,0,"Control split-half A","#7fb3d5"
"PIP4K2A",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"PPARG",675,1,TRUE,0,"Control split-half A","#7fb3d5"
"MAN1A1",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"MIR99AHG",754,1,TRUE,0,"Control split-half A","#7fb3d5"
"KYNU",753,2,TRUE,0.00132802124833997,"Control split-half A","#7fb3d5"
"EPS8",759,1,TRUE,0,"Control split-half A","#7fb3d5"
"LYN",722,1,TRUE,0,"Control split-half A","#7fb3d5"
"RGS1",784,1,TRUE,0,"Control split-half A","#7fb3d5"
"KCNIP1",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"LRRK2",747,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZBTB16",761,1,TRUE,0,"Control split-half A","#7fb3d5"
"FAM149A",767,1,TRUE,0,"Control split-half A","#7fb3d5"
"NAV2",607,1,TRUE,0,"Control split-half A","#7fb3d5"
"CMIP",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"AFF1",649,1,TRUE,0,"Control split-half A","#7fb3d5"
"VPS13C",282,1,TRUE,0,"Control split-half A","#7fb3d5"
"PPP3CA",754,1,TRUE,0,"Control split-half A","#7fb3d5"
"FLI1",756,1,TRUE,0,"Control split-half A","#7fb3d5"
"DST",782,1,TRUE,0,"Control split-half A","#7fb3d5"
"FTH1",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"NRIP1",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"TTC7A",781,1,TRUE,0,"Control split-half A","#7fb3d5"
"SH3KBP1",749,1,TRUE,0,"Control split-half A","#7fb3d5"
"BCAS3",620,1,TRUE,0,"Control split-half A","#7fb3d5"
"RTN4",778,1,TRUE,0,"Control split-half A","#7fb3d5"
"RNF13",769,1,TRUE,0,"Control split-half A","#7fb3d5"
"USP15",703,1,TRUE,0,"Control split-half A","#7fb3d5"
"TNRC6B",759,1,TRUE,0,"Control split-half A","#7fb3d5"
"SLC4A7",715,1,TRUE,0,"Control split-half A","#7fb3d5"
"MKLN1",746,1,TRUE,0,"Control split-half A","#7fb3d5"
"MBD5",593,1,TRUE,0,"Control split-half A","#7fb3d5"
"FOXO3",742,1,TRUE,0,"Control split-half A","#7fb3d5"
"NFIA",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"PAN3",665,1,TRUE,0,"Control split-half A","#7fb3d5"
"ALDH1A2",431,1,TRUE,0,"Control split-half A","#7fb3d5"
"NCOA1",693,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZFP36L1",715,1,TRUE,0,"Control split-half A","#7fb3d5"
"OSBPL3",734,1,TRUE,0,"Control split-half A","#7fb3d5"
"NCOA2",720,1,TRUE,0,"Control split-half A","#7fb3d5"
"CCND3",772,1,TRUE,0,"Control split-half A","#7fb3d5"
"RIN3",771,1,TRUE,0,"Control split-half A","#7fb3d5"
"VPS13B",554,1,TRUE,0,"Control split-half A","#7fb3d5"
"PRKCB",742,1,TRUE,0,"Control split-half A","#7fb3d5"
"SLC16A10",771,1,TRUE,0,"Control split-half A","#7fb3d5"
"ADK",613,1,TRUE,0,"Control split-half A","#7fb3d5"
"SUMF1",540,1,TRUE,0,"Control split-half A","#7fb3d5"
"FCGBP",639,1,TRUE,0,"Control split-half A","#7fb3d5"
"FBXL17",483,1,TRUE,0,"Control split-half A","#7fb3d5"
"CCNY",741,1,TRUE,0,"Control split-half A","#7fb3d5"
"HERC4",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"NPL",732,1,TRUE,0,"Control split-half A","#7fb3d5"
"IQGAP2",780,1,TRUE,0,"Control split-half A","#7fb3d5"
"SPRED1",772,1,TRUE,0,"Control split-half A","#7fb3d5"
"GRB2",775,1,TRUE,0,"Control split-half A","#7fb3d5"
"ZFP36L2",762,1,TRUE,0,"Control split-half A","#7fb3d5"
"PIAS1",667,1,TRUE,0,"Control split-half A","#7fb3d5"
"MACROD2",445,1,TRUE,0,"Control split-half A","#7fb3d5"
"PIK3R1",286,1,TRUE,0,"Control split-half A","#7fb3d5"
"SYK",753,1,TRUE,0,"Control split-half A","#7fb3d5"
"CPVL",661,1,TRUE,0,"Control split-half A","#7fb3d5"
"SOCS6",765,1,TRUE,0,"Control split-half A","#7fb3d5"
"NAALADL2",754,1,TRUE,0,"Control split-half A","#7fb3d5"
"CUX1",739,1,TRUE,0,"Control split-half A","#7fb3d5"
"NF1",380,1,TRUE,0,"Control split-half A","#7fb3d5"
"TNS3",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"CTTNBP2",760,1,TRUE,0,"Control split-half A","#7fb3d5"
"PBX3",571,1,TRUE,0,"Control split-half A","#7fb3d5"
"MAP3K5",770,1,TRUE,0,"Control split-half A","#7fb3d5"
"TMSB4X",774,1,TRUE,0,"Control split-half A","#7fb3d5"
"TGFBR2",766,1,TRUE,0,"Control split-half A","#7fb3d5"
"EEF1A1",764,1,TRUE,0,"Control split-half A","#7fb3d5"
"DLG2",725,1,TRUE,0,"Control split-half A","#7fb3d5"
"MEF2C-AS1",682,1,TRUE,0,"Control split-half A","#7fb3d5"
"ANKRD17",677,1,TRUE,0,"Control split-half A","#7fb3d5"
"CADM1",654,1,TRUE,0,"Control split-half A","#7fb3d5"
"CAMK2D",552,1,TRUE,0,"Control split-half A","#7fb3d5"
"RB1",749,1,TRUE,0,"Control split-half A","#7fb3d5"
"NPAS3",720,1,TRUE,0,"Control split-half A","#7fb3d5"
"PHF21A",697,1,TRUE,0,"Control split-half A","#7fb3d5"
"TAOK3",758,1,TRUE,0,"Control split-half A","#7fb3d5"
"HIVEP3",777,1,TRUE,0,"Control split-half A","#7fb3d5"
"NUMB",596,1,TRUE,0,"Control split-half A","#7fb3d5"
"ANKS1A",770,1,TRUE,0,"Control split-half A","#7fb3d5"
