"ko","outdegree","n_sig","all_inside","frac_targets_sig","network","col"
"LINC02232",763,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LINC02798",779,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LNCAROD",719,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LPCAT2",778,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LPP",711,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRBA",733,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRCH1",744,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRMDA",757,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRRC4C",741,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRRC8D",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRRK1",767,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LRRK2",719,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LY86",673,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LYN",654,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"LYST",696,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MACF1",782,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MACROD2",759,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAF",775,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MALAT1",788,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAML2",758,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAML3",590,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAN1A1",774,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAN1C1",706,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAN2A1",782,2,TRUE,0.00127877237851662,"MS microglia, control net","#1f6fb4"
"MANBA",763,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAP3K2",646,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAP3K5",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAP4K3",713,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAP4K4",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MAPKAP1",671,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MARCH1",792,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MARCH3",674,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MARK3",710,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MBD5",765,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MBNL1",731,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MBNL2",783,2,TRUE,0.00127713920817369,"MS microglia, control net","#1f6fb4"
"MBP",783,2,TRUE,0.00127713920817369,"MS microglia, control net","#1f6fb4"
"MED13L",733,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MEF2A",727,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MEF2C",674,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MEF2C-AS1",345,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MERTK",757,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MGAT4A",768,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MGAT5",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MIR181A1HG",773,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MIR646HG",669,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MIR99AHG",777,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MITF",760,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MKLN1",760,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MLLT10",730,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MRTFA",705,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MS4A4A",755,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MS4A6A",759,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MSI2",771,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MSR1",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MTHFD1L",629,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MTSS1",780,4,TRUE,0.00384615384615385,"MS microglia, control net","#1f6fb4"
"MVB12B",768,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MYCBP2",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MYO1D",767,3,TRUE,0.00260756192959583,"MS microglia, control net","#1f6fb4"
"MYO1E",738,3,TRUE,0.002710027100271,"MS microglia, control net","#1f6fb4"
"MYO1F",768,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MYO5A",783,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"MYO9B",746,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"N4BP2L2",782,2,TRUE,0.00127877237851662,"MS microglia, control net","#1f6fb4"
"NAALADL2",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NAMPT",785,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NAV2",741,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NAV3",780,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NBEA",756,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NCK2",782,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NCKAP5",778,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NCOA1",674,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NCOA2",754,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NCOA3",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NEAT1",782,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NEDD4L",721,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NEK7",738,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NF1",651,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NFAT5",691,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NFATC2",786,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NFIA",782,2,TRUE,0.00127877237851662,"MS microglia, control net","#1f6fb4"
"NFKB1",554,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NHSL1",760,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NIBAN1",775,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NIPBL",686,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NLK",782,2,TRUE,0.00127877237851662,"MS microglia, control net","#1f6fb4"
"NPAS3",768,2,TRUE,0.00130208333333333,"MS microglia, control net","#1f6fb4"
"NPL",746,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NR3C1",703,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NR3C2",704,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NRIP1",694,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NSMCE2",572,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"NUMB",706,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"OSBPL1A",784,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"OSBPL3",715,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"OSBPL8",706,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"OXR1",743,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"P2RY12",748,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"P4HA1",763,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PABPC1",677,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PACS1",632,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PADI2",789,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PAG1",776,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PALD1",769,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PAN3",700,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PARP14",725,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PARP8",724,2,TRUE,0.00138121546961326,"MS microglia, control net","#1f6fb4"
"PBX3",717,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PCCA",731,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PCDH9",765,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PCM1",759,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PCNX2",650,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PDE3B",770,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PDE4B",784,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PDE4D",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PDE8A",783,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PDGFC",759,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PDS5B",589,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PEAK1",771,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PECAM1",696,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PELI1",775,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PELI2",737,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PFKFB3",786,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PHACTR2",277,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PHC2",740,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PHC3",660,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PHF21A",706,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PHIP",602,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PIAS1",682,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PICALM",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PIK3AP1",779,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PIK3R1",664,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PIK3R5",484,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PIP4K2A",784,2,TRUE,0.00127551020408163,"MS microglia, control net","#1f6fb4"
"PKN2",613,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PLCG2",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PLCL1",753,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PLCL2",739,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PLSCR1",737,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PLXDC2",745,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PNISR",742,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"POU2F1",687,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPARD",777,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPARG",716,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPM1L",701,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPP1R12A",686,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPP2R5C",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPP3CA",710,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PPP6R3",602,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PREX1",777,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRKAG2",780,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRKCA",773,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRKCB",711,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRKCE",669,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRKCH",663,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRKN",711,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PRRC2C",689,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PSAP",782,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PSMA1",688,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTBP3",650,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTEN",615,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTK2",781,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTPN2",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTPRC",640,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTPRE",780,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTPRG",719,2,TRUE,0.00139082058414465,"MS microglia, control net","#1f6fb4"
"PTPRJ",776,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PTPRM",653,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"PUM2",698,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"QKI",772,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"R3HDM2",764,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAB10",756,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAB1A",751,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAB31",736,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RABGAP1L",695,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAD51B",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RALGAPA2",561,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAP1A",723,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAPGEF1",789,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAPGEF2",686,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RAPGEF6",779,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RASA1",554,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RASAL2",710,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RASGEF1C",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RASSF3",726,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RASSF8",775,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RB1",742,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RBM47",717,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RBM6",748,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RBMS1",769,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RBPJ",757,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RCSD1",755,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RERE",757,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"REV3L",775,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RFX3",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RGL1",780,2,TRUE,0.00128205128205128,"MS microglia, control net","#1f6fb4"
"RGS1",778,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RHBDF2",781,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RICTOR",769,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RIN2",774,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RIN3",768,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RNASET2",747,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RNF13",762,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RNF130",769,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RNF144B",777,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RNF149",767,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RNF213",367,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"ROCK1",726,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RREB1",756,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RSRC1",730,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RTN4",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RTTN",784,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RUNX1",786,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"RUNX2",761,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SAMD12",757,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SAMD4A",752,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SAMSN1",725,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SAT1",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SBF2",700,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SCAF11",650,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SCAPER",664,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SCFD2",287,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SCIN",737,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SDCBP",736,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SDCCAG8",748,2,TRUE,0.00133689839572193,"MS microglia, control net","#1f6fb4"
"SDK1",626,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SEC14L1",773,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SENP6",664,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SERPINE1",698,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SETD2",555,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SETX",503,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SFMBT2",594,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SGK1",781,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SGK3",771,2,TRUE,0.0012970168612192,"MS microglia, control net","#1f6fb4"
"SGMS1",768,8,TRUE,0.00911458333333333,"MS microglia, control net","#1f6fb4"
"SH3BGRL",622,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SH3KBP1",657,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SH3RF3",785,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SHTN1",783,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SIK3",782,2,TRUE,0.00127877237851662,"MS microglia, control net","#1f6fb4"
"SIPA1L1",778,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SIPA1L2",782,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SKAP2",732,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SKI",787,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLA",740,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC11A1",787,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC16A10",773,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC1A3",787,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC22A23",777,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC25A13",739,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC25A37",533,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC2A13",671,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC2A3",791,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC39A11",750,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC44A1",762,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC4A7",671,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC8A1",712,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLC9A9",775,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SLCO2B1",781,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SMAD2",643,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SMAP2",750,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SMARCA2",748,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SMCHD1",707,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SMURF2",726,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SMYD3",675,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SNCA",743,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SND1",712,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SNX13",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SNX29",767,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SOCS6",779,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SORL1",787,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SORT1",772,2,TRUE,0.00129533678756477,"MS microglia, control net","#1f6fb4"
"SOS1",715,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SP100",767,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPATA13",758,2,TRUE,0.00131926121372032,"MS microglia, control net","#1f6fb4"
"SPECC1",709,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPI1",734,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPIDR",721,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPIRE1",742,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPP1",781,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPPL3",599,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPRED1",765,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SPTLC2",780,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRGAP1",774,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRGAP2",746,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRGAP2B",763,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRGAP2C",708,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRGAP3",734,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRGN",793,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SRPK2",701,2,TRUE,0.0014265335235378,"MS microglia, control net","#1f6fb4"
"SRRM2",699,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SSBP2",750,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SSH1",701,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SSH2",753,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"ST18",769,2,TRUE,0.00130039011703511,"MS microglia, control net","#1f6fb4"
"ST6GAL1",771,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"ST6GALNAC3",750,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"ST8SIA4",722,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"STAG1",661,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"STARD13",773,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"STAT3",754,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"STAU2",733,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"STK3",734,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"STX7",653,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SUCLG2",632,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SUMF1",380,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SUPT3H",553,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SUSD6",774,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SWAP70",752,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SYK",748,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SYNDIG1",777,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"SYTL3",786,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TAB2",646,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TANC2",751,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TANK",685,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TAOK3",676,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBC1D1",730,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBC1D12",766,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBC1D14",786,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBC1D22A",768,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBC1D4",749,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBC1D5",753,3,TRUE,0.00265604249667995,"MS microglia, control net","#1f6fb4"
"TBL1XR1",655,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TBXAS1",397,2,TRUE,0.00251889168765743,"MS microglia, control net","#1f6fb4"
"TCF12",726,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TCF4",717,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TENM4",486,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TENT2",611,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TET2",719,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TFEC",667,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TFRC",788,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TGFBR1",785,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TGFBR2",779,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"THADA",603,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TIAM1",781,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TLN2",661,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TLR2",719,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMCC1",743,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMEM117",608,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMEM119",728,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMEM163",778,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMEM65",711,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMSB4X",790,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TMTC2",766,2,TRUE,0.00130548302872063,"MS microglia, control net","#1f6fb4"
"TNFRSF1B",782,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TNPO1",744,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TNRC6B",755,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TNS3",660,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TPK1",559,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TPRG1",603,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TRAPPC9",606,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TREM2",682,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TRHDE",380,2,TRUE,0.00263157894736842,"MS microglia, control net","#1f6fb4"
"TRIO",601,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TRIP12",649,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TRPM2",726,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TRPS1",727,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TSHR",0,15,FALSE,NA,"MS microglia, control net","#1f6fb4"
"TSPAN14",749,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TTC17",264,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TTC28",698,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TTC3",770,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TTC7A",783,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TUT7",637,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TXNIP",760,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"TYROBP",531,2,TRUE,0.00188323917137476,"MS microglia, control net","#1f6fb4"
"UBE2D3",639,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"UBE2E1",491,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"UBE2E2",681,1,TRUE,0,"MS microglia, control net","#1f6fb4"
"UBE2K",560,1,TRUE,0,"MS microglia, control net","#1f6fb4"
